Question ID,Sentence Position,Answer,Pronouns,Top Pronoun,Top Q Mismatch,Clean Q Scores,Top IR Mismatch,Clean IR Scores,category
109113,2,horace_greeley,"['his', 'he', 'he']",his,0,"horace_greeley:0.158929004424, george_b._mcclellan:0.0159951104487, grover_cleveland:0.015641043795, charles_sumner:0.0150173693627, benjamin_disraeli:0.0108479575162, kwame_nkrumah:0.0104192697695, william_h._seward:0.0102410679316, eugene_v._debs:0.00933515656552, george_wallace:0.0092690375906, stephen_a._douglas:0.00817680115132, ronald_reagan:0.0079910446322, william_lloyd_garrison:0.00780092408686, thomas_nast:0.00775753309399, clara_barton:0.00770993940018, huldrych_zwingli:0.00715851190374, spiro_agnew:0.00711766338732, salmon_p._chase:0.00699893474439, calvin_coolidge:0.00690046607562",0,"horace_greeley:3.1857110156, chester_a._arthur:3.07233433478, ulysses_s._grant:2.68238345781, william_mckinley:2.43529520048, millard_fillmore:2.3874037223, william_h._seward:2.34528323397, william_jennings_bryan:2.32572246758, benjamin_harrison:2.26685432476, grover_cleveland:2.19405188768, alexander_hamilton:2.15247579967, charles_evans_hughes:2.04409868514, harry_s._truman:2.0009085312, harry_s._truman:2.0009085312, ronald_reagan:1.98285614296, thaddeus_stevens:1.97909393781, hubert_humphrey:1.90719036421, james_a._garfield:1.90533159796, frederick_douglass:1.90508231365, mao_zedong:1.90256780726",history
109113,3,horace_greeley,"['his', 'he', 'he']",his,0,"horace_greeley:0.285469075552, charles_sumner:0.016885213904, grover_cleveland:0.0127962550758, william_h._seward:0.0127070797605, george_b._mcclellan:0.0116442872524, william_lloyd_garrison:0.0103105149073, allan_pinkerton:0.00909449138931, john_hay:0.0088041902638, clara_barton:0.00842029183964, susan_b._anthony:0.00698614101566, benjamin_disraeli:0.00692292086811, huldrych_zwingli:0.00690992959509, eugene_v._debs:0.00664340970054, stephen_a._douglas:0.00641742658339, kwame_nkrumah:0.00629112155417, thomas_nast:0.00576008704156, george_wallace:0.00553263365839, paul_von_hindenburg:0.00545175173389",0,"horace_greeley:3.73364875397, chester_a._arthur:2.9493401222, ulysses_s._grant:2.5970210224, william_h._seward:2.41662935464, alexander_hamilton:2.3920102477, frederick_douglass:2.28770300806, william_mckinley:2.26380526848, millard_fillmore:2.24089544632, grover_cleveland:2.23854662744, james_a._garfield:2.18103285781, harry_s._truman:2.13337509732, harry_s._truman:2.13337509732, louis_brandeis:2.06571626488, james_g._blaine:2.05575483734, william_jennings_bryan:1.95650185944, thaddeus_stevens:1.92072077397, benjamin_harrison:1.86594012016",history
2622,0,mali_empire,,,,,,,history
2622,1,mali_empire,,,,,,,history
2622,2,mali_empire,['its'],its,0,"mali_empire:0.733828401829, byzantine_empire:0.0271351725397, parthian_empire:0.00825675188706, golden_horde:0.00791246758555, ming_dynasty:0.00627103813913, hannibal:0.0055016985102, yuan_dynasty:0.00470563308872, peloponnesian_war:0.00461988476648, umayyad_caliphate:0.00351130947721, inca_empire:0.00345101922112, carthage:0.00335532013756, vandals:0.00334646795679, battle_of_plassey:0.0027815469448",0,"mali_empire:11.8330178082, safavid_dynasty:2.23015648637, thirty_years'_war:1.90793285305, battle_of_marathon:1.81425273787, byzantine_empire:1.76837169178, ethiopia:1.71707146335, yuan_dynasty:1.71010152536, tokugawa_ieyasu:1.6494849528, parthian_empire:1.64109690098, portugal:1.61717305731, teutonic_knights:1.57824600676, ming_dynasty:1.49085756401, tang_dynasty:1.48385685731, cherokee:1.479218404",history
2622,3,mali_empire,"['its', 'his', 'he']",its,0,"mali_empire:0.647038575448, byzantine_empire:0.0155189372106, ming_dynasty:0.00709937857967, golden_horde:0.00644037799003, peloponnesian_war:0.0060933227742, vandals:0.00520781621361, parthian_empire:0.00510079391849, ghana:0.00494870026728, songhai_empire:0.00476896398133, teutonic_knights:0.0046681385016, hannibal:0.00435273975161, umayyad_caliphate:0.00384797502086",0,"mali_empire:10.5916740779, songhai_empire:2.41705939804, safavid_dynasty:1.99340220163, byzantine_empire:1.84936552658, portugal:1.67961700064, tokugawa_ieyasu:1.58641054483, ethiopia:1.55883979109, alfred_the_great:1.54388236704, tang_dynasty:1.37951613559, ming_dynasty:1.36073865678, battle_of_marathon:1.3411093195",history
2622,4,mali_empire,"['its', 'his', 'he']",its,0,"mali_empire:0.708488724991, byzantine_empire:0.016913555345, ming_dynasty:0.00704761967069, ghana:0.00514933101187, golden_horde:0.00487301768114, songhai_empire:0.00483808273044, vandals:0.00470506877763, teutonic_knights:0.00447129057452, parthian_empire:0.00402784770464, peloponnesian_war:0.00380272764183, battle_of_austerlitz:0.00332116378966, mughal_empire:0.00320076868222, cherokee:0.00312021649529",0,"mali_empire:11.0752601549, songhai_empire:2.92288723662, safavid_dynasty:2.03430357875, byzantine_empire:1.900396586, parthian_empire:1.8426925069, golden_horde:1.53727114987, portugal:1.44488168532, yuan_dynasty:1.42086848955, tang_dynasty:1.41616652604, tokugawa_ieyasu:1.41604841149, thirty_years'_war:1.40727646847, alfred_the_great:1.39787622717",history
163253,0,spartacus,"['his', 'his']",his,0,"giuseppe_garibaldi:0.121686179531, william_jennings_bryan:0.0465888225205, muhammad:0.0381093099199, oda_nobunaga:0.0349481635664, attila:0.0224488337949, pancho_villa:0.0150707453434, napoleon_iii:0.0136768179179, spartacus:0.0130269929633, ferdinand_magellan:0.0114795160154, nero:0.0110270080463, hadrian:0.0104752223602, john_a._macdonald:0.00925916178942",0,"spartacus:8.28522111175, giuseppe_garibaldi:5.85869931227, hannibal:3.84318290384, francis_drake:2.37188693829, charlemagne:2.10116763155, eleanor_of_aquitaine:2.07488268633, douglas_macarthur:1.64858391242, girolamo_savonarola:1.61048511861, kublai_khan:1.58629982942",history
163253,1,spartacus,"['his', 'his', 'him', 'his']",his,0,"spartacus:0.32547250363, pancho_villa:0.0215141953113, giuseppe_garibaldi:0.0112649752411, caligula:0.010698848595, marcus_licinius_crassus:0.0105998186853, nero:0.00834718668892, gaius_marius:0.00747020598298, oda_nobunaga:0.00736070444184, david_livingstone:0.00670756746185",0,"spartacus:9.29621255739, marcus_licinius_crassus:4.03140219025, giuseppe_garibaldi:3.83846083445, hannibal:3.77008458586, gaius_marius:2.11199217657, charlemagne:1.75689604896, hadrian:1.71888503785, eleanor_of_aquitaine:1.59424233483, kublai_khan:1.53416386978",history
163253,2,spartacus,"['his', 'his', 'him', 'his']",his,0,"spartacus:0.482631273125, nero:0.0136591702034, caligula:0.0130151529837, marcus_licinius_crassus:0.0126320214272, pancho_villa:0.0119192725272, gaius_marius:0.0074691227401, oda_nobunaga:0.0065644237139, albert_b._fall:0.00576123359455, giuseppe_garibaldi:0.00508475336552, claudius:0.00491510045989",0,"spartacus:9.62103893124, marcus_licinius_crassus:3.96060974233, hannibal:3.7660302252, giuseppe_garibaldi:3.6256432661, gaius_marius:2.05300610556, charlemagne:1.86524919076, hadrian:1.81325817533, eleanor_of_aquitaine:1.74780842424, claudius:1.73067176637, diocletian:1.66397354318",history
105024,0,battle_of_trenton,['who'],who,3,"john_paul_jones:0.0242294591087, james_monroe:0.0202640964316, benedict_arnold:0.0181415725415, clara_barton:0.0137095557838, amelia_earhart:0.0126571236446, leon_trotsky:0.012160194042, otto_von_bismarck:0.0115763635034, thomas_paine:0.0109602074495, allan_pinkerton:0.00954639630856, horace_greeley:0.00910969162913",5,"battle_of_trenton:5.39261667148, battle_of_antietam:3.16434038185, thirty_years'_war:2.82882177495, battle_of_chancellorsville:2.80801219936, black_hawk_war:2.53835151659, battle_of_leyte_gulf:2.45384327008, georges_clemenceau:2.42079308396, winston_churchill:2.38260603691, battle_of_bosworth_field:2.36333721758, suez_crisis:2.3473964298, george_b._mcclellan:2.24241391255, daniel_boone:2.17080523013, ming_dynasty:2.08803278621, battle_of_the_coral_sea:1.92234122055, battle_of_bannockburn:1.8479414284, shaka:1.8318499752, benito_juarez:1.8318499752, adolf_hitler:1.82083947989, trent_affair:1.76105468248, james_a._garfield:1.72110890864",history
105024,1,battle_of_trenton,['who'],who,5,"battle_of_ayacucho:0.0255028828506, battle_of_salamis:0.0250487685098, battle_of_caporetto:0.0229625715582, battle_of_hastings:0.0197365615021, battle_of_kings_mountain:0.0192277750052, bastille:0.0181131065765, george_washington:0.0135517043126, john_paul_jones:0.0134610528452, battle_of_bosworth_field:0.0131623446256, seneca_falls_convention:0.0126954346737, spanish_civil_war:0.0118692089072, battle_of_blenheim:0.0109058437586, battle_of_chancellorsville:0.0107920130504, philip_ii_of_macedon:0.0101866830319, finland:0.00911658254289, tokugawa_ieyasu:0.00854863655773, labour_party_(uk):0.00854556950453, benedict_arnold:0.00851928677044, portugal:0.00848020795508, battle_of_austerlitz:0.0083822739742",4,"shaka:2.39029748632, clara_barton:1.87760432805, hannibal:1.86413911936, harry_s._truman:1.85493712582, harry_s._truman:1.85493712582, john_brown_(abolitionist):1.75933181213, george_b._mcclellan:1.71427362179",history
105024,2,battle_of_trenton,['who'],who,5,"battle_of_trenton:0.0746346627072, battle_of_kings_mountain:0.0303737841621, battle_of_ayacucho:0.0288572272142, battle_of_caporetto:0.0249654473963, battle_of_chancellorsville:0.0240465817601, george_washington:0.0224762741068, benedict_arnold:0.0164416135807, john_paul_jones:0.0157398725967, bastille:0.0135936889103, battle_of_bunker_hill:0.0116844349095, peterloo_massacre:0.00960134150162, thomas_paine:0.00907639670035, ancient_corinth:0.00850948843819, shaka:0.00838101055128, battle_of_blenheim:0.00828678951847, battle_of_hastings:0.00804763378977, john_hancock:0.00788027965907, battle_of_salamis:0.00785335437742, battle_of_culloden:0.00768797222373, george_b._mcclellan:0.00740160906324",5,"battle_of_trenton:5.47680281771, battle_of_culloden:3.03680532238, battle_of_bunker_hill:2.84110550405, battle_of_chancellorsville:2.82761066993, battle_of_antietam:2.76697286737, battle_of_the_little_bighorn:2.59206666456, shaka:2.54377359978, benito_juarez:2.54377359978, george_washington:2.49284993147, battle_of_gettysburg:2.4159450175, george_b._mcclellan:2.08131456292, clara_barton:2.0401254944, battle_of_shiloh:2.0401254944, hannibal:2.00812427756, battle_of_the_bulge:1.98278546584, first_battle_of_bull_run:1.87322562305, battle_of_bosworth_field:1.78242019546, second_boer_war:1.7241578609, fort_ticonderoga:1.70261574522, john_brown_(abolitionist):1.69610279691",history
105024,3,battle_of_trenton,"['who', 'its']",who,1,"george_washington:0.0307493714809, benedict_arnold:0.0286325467952, john_paul_jones:0.0125958582206, john_hancock:0.0112298613377, thomas_paine:0.0109190120444, shaka:0.00829198909335, chiang_kai-shek:0.00729837121925",1,"george_washington:3.26581391666, george_b._mcclellan:2.27893086715, benedict_arnold:2.18282020363, alexander_hamilton:2.15616848073, horatio_gates:2.08838659254, shaka:1.99637155992, john_hancock:1.881301208, john_brown_(abolitionist):1.80291766065, hannibal:1.65713603866",history
2630,0,justinian_i,,,,,,,history
2630,1,justinian_i,"['his', 'his']",his,0,"maria_theresa:0.0492268870084, otto_von_bismarck:0.0272541720974, justinian_i:0.0221014508132, diocletian:0.0192406060267, mark_antony:0.0121723169548, gaius_marius:0.0117328140231, napoleon_iii:0.00955766912744, peter_the_great:0.00947527141498, robert_walpole:0.00924334883239, charlemagne:0.00904080678363, suleiman_the_magnificent:0.0090280260492",0,"justinian_i:6.51624143281, maria_theresa:3.84519387286, charlemagne:2.80572084338, peter_the_great:2.50906205281, huldrych_zwingli:2.40870129502, diocletian:2.32971909286, akbar:2.12703296913, napoleon_iii:2.05838481855, indira_gandhi:1.95614169578, oliver_cromwell:1.88544003648, suleiman_the_magnificent:1.86071442641, ivan_the_terrible:1.80509822634",history
2630,2,justinian_i,"['his', 'his', 'his']",his,0,"maria_theresa:0.0339567915322, otto_von_bismarck:0.0288660123295, huldrych_zwingli:0.0212014389708, charlemagne:0.0146430779318, suleiman_the_magnificent:0.0119366798905, robert_walpole:0.0103531623012, henry_vii_of_england:0.0103123536672, thomas_paine:0.00821426449364, william_the_conqueror:0.0078852135371, justinian_i:0.00721318943715",0,"justinian_i:6.76560597512, maria_theresa:3.30857413016, huldrych_zwingli:2.98102931711, charlemagne:2.61813296237, diocletian:2.23731345127, peter_the_great:2.23250794503, napoleon_iii:2.1787913775, john_wycliffe:2.17095688158, suleiman_the_magnificent:1.98009914084, otto_von_bismarck:1.97755060439, alfred_the_great:1.92961464503, akbar:1.78391369597, oliver_cromwell:1.78064428922",history
2630,3,justinian_i,"['his', 'his', 'his', 'he', 'his', 'he', 'his']",his,0,"justinian_i:0.0405642957285, maria_theresa:0.0146482740991, huldrych_zwingli:0.0123009422476, otto_von_bismarck:0.00770393754293, john_hancock:0.00710868946416, suleiman_the_magnificent:0.00685838271277, muhammad_ali_jinnah:0.00614519579133, charlemagne:0.00611934783581, james_g._blaine:0.0060027879787",0,"justinian_i:8.93192748031, alfred_the_great:3.18383898232, maria_theresa:2.34497573139, otto_von_bismarck:2.16612487453, diocletian:2.06895013506, napoleon_iii:2.03253131471, charlemagne:2.02491161205, huldrych_zwingli:1.98330240084, peter_the_great:1.92425383484, genghis_khan:1.92185373304, suleiman_the_magnificent:1.85208261959",history
2630,4,justinian_i,"['his', 'his', 'his', 'he', 'his', 'he', 'his']",his,0,"justinian_i:0.0537818756888, maria_theresa:0.0153300396666, huldrych_zwingli:0.0108058846488, otto_von_bismarck:0.0080906390217, charlemagne:0.00805716793135, suleiman_the_magnificent:0.00793992493101, pericles:0.00597256452989, henry_vii_of_england:0.00568259634401, george_meade:0.00533233366601",0,"justinian_i:8.56675812059, alfred_the_great:2.79582135271, charlemagne:2.58262862008, diocletian:2.3035567779, maria_theresa:2.22612002706, otto_von_bismarck:2.15668264214, napoleon_iii:2.09015524609, charles_martel:2.02402575755, peter_the_great:2.01709639535, genghis_khan:1.97643122368, suleiman_the_magnificent:1.82959274202, huldrych_zwingli:1.82645906681, attila:1.79731581274",history
102996,0,khmer_empire,['it'],it,0,"mali_empire:0.0727249974698, inca_empire:0.0493861086496, khmer_empire:0.0449024033195, ethiopia:0.0383723924625, battle_of_tannenberg:0.0302325796127, yuan_dynasty:0.0298139946912, hyksos:0.0222590254367, battle_of_puebla:0.0189751921725, wilmot_proviso:0.0188258590878, byzantine_empire:0.0182305034918, carthage:0.0180066280361, cherokee:0.0170957583662, vandals:0.0161542604078, ghana:0.0160935696422, hittites:0.0133312146587, hittites:0.0133312146587",0,"hittites:4.13508382105, hittites:4.13508382105, khmer_empire:3.50260091143, teutonic_knights:3.12750159307, mali_empire:2.84747172478, inca_empire:2.65783815445, songhai_empire:2.42928606569, paraguay:2.29473528936, portugal:2.28135731444, treaty_of_brest-litovsk:2.24423104845, war_of_devolution:2.23754038658, suleiman_the_magnificent:2.22514383982, fourth_crusade:2.22326569543, parthian_empire:2.21830572735, carthage:2.15467212847, byzantine_empire:2.10533935387, tang_dynasty:2.06901381581",history
102996,1,khmer_empire,"['it', 'it', 'it']",it,0,"khmer_empire:0.0544911346952, inca_empire:0.0442655937168, battle_of_tannenberg:0.031594084253, yuan_dynasty:0.0285398453477, mali_empire:0.0236628887806, battle_of_puebla:0.022120440281, ghana:0.0198799743797, maginot_line:0.0173561356893, hyksos:0.0139768302314, byzantine_empire:0.012730663573, carthage:0.0125374560236, vandals:0.0106690472851, seminole_wars:0.00923734293275, cherokee:0.00894591760231, hittites:0.00830007572653, hittites:0.00830007572653, wilmot_proviso:0.00812464009149",0,"khmer_empire:6.82884026832, hittites:3.88160911641, hittites:3.88160911641, inca_empire:3.25670730839, chandragupta_maurya:3.05073287117, mali_empire:2.8384288586, ethiopia:2.4277726526, teutonic_knights:2.287593758, paraguay:2.23873075434, songhai_empire:2.16103415034, byzantine_empire:2.10703711899, yuan_dynasty:2.06891825042, fourth_crusade:2.06209907848, portugal:2.04671626732, umayyad_caliphate:2.04627205211, parthian_empire:2.04049314053",history
102996,2,khmer_empire,"['it', 'it', 'it', 'its', 'its', 'its']",it,0,"khmer_empire:0.398299272071, hyksos:0.0355394701426, mali_empire:0.0248368918695, seminole_wars:0.0217736900173, yuan_dynasty:0.0203442301507, ghana:0.0201636111094, vandals:0.0159221734521, hanseatic_league:0.0156520891771, byzantine_empire:0.0115898454984, inca_empire:0.0114013086223, hittites:0.0106814291875, hittites:0.0106814291875, songhai_empire:0.0105968029826, wilmot_proviso:0.00899498536055, golden_horde:0.00871967142841, maginot_line:0.00766078390808, parthian_empire:0.00628996807058",0,"khmer_empire:8.16170451955, hittites:3.54675102946, hittites:3.54675102946, golden_horde:2.93638576065, inca_empire:2.80747971537, mali_empire:2.64638776355, parthian_empire:2.62732193516, safavid_dynasty:2.49614217459, byzantine_empire:2.43664839698, songhai_empire:2.42083398909, teutonic_knights:2.38454039593, ethiopia:2.2863822617, tang_dynasty:2.17539546006, yuan_dynasty:2.13289743817, fourth_crusade:2.0385944781, portugal:2.01632581576",history
102996,3,khmer_empire,"['it', 'it', 'it', 'its', 'its', 'its', 'its']",it,0,"khmer_empire:0.652652559826, hyksos:0.0223860349135, mali_empire:0.0141139510734, vandals:0.0134774819553, seminole_wars:0.0133415895058, ghana:0.0100072566374, inca_empire:0.00949789206939, yuan_dynasty:0.00948087644588, hanseatic_league:0.00934488483123, byzantine_empire:0.00853863437025, songhai_empire:0.00763004648558, wilmot_proviso:0.0072696123135, maginot_line:0.00600107210026, hittites:0.00464487608279, hittites:0.00464487608279, golden_horde:0.00382221814481, parthian_empire:0.0036753269831, battle_of_tannenberg:0.00328488695558",0,"khmer_empire:9.65237220345, hittites:2.69161934463, hittites:2.69161934463, byzantine_empire:2.54469389404, inca_empire:2.4687618762, ethiopia:2.41991697518, safavid_dynasty:2.34662104284, parthian_empire:2.33904434221, golden_horde:2.26692451828, tang_dynasty:2.10113198628, portugal:1.96454098561, songhai_empire:1.96315679401, mali_empire:1.9500599831, yuan_dynasty:1.72426126935, teutonic_knights:1.69076375482",history
156252,0,marco_polo,"['him', 'his']",him,0,"marco_polo:0.120174748645, harry_s._truman:0.0629326136948, harry_s._truman:0.0629326136948, arthur_wellesley,_1st_duke_of_wellington:0.041477274141, darius_i:0.039312651998, girolamo_savonarola:0.0211329396725, hideki_tojo:0.0134717203526, charles_evans_hughes:0.0124336894137, camillo_benso,_count_of_cavour:0.00901592808156, franklin_pierce:0.00821585870422, tokugawa_ieyasu:0.00706731071468",0,"marco_polo:10.4225592236, christopher_columbus:3.66462194316, william_tecumseh_sherman:2.48610506718, attila:2.28517808842, charlemagne:2.17932332707, amerigo_vespucci:2.09705991396, adolf_eichmann:2.05996670159, eugene_v._debs:1.99957957609, george_b._mcclellan:1.97363122889, ulysses_s._grant:1.88375435771, harry_s._truman:1.84053826312, harry_s._truman:1.84053826312, ethan_allen:1.83432387676, calvin_coolidge:1.80442538256, napoleon_iii:1.73784458726, giuseppe_garibaldi:1.71201060303, henry_morton_stanley:1.69065410181",history
156252,1,marco_polo,"['him', 'his', 'he', 'his']",him,0,"marco_polo:0.0870435920735, harry_s._truman:0.0253365580632, harry_s._truman:0.0253365580632, genghis_khan:0.0104615319579, henry_hudson:0.00975423298711, tokugawa_ieyasu:0.00972779606413, arthur_wellesley,_1st_duke_of_wellington:0.00943707224142, girolamo_savonarola:0.00931006745014, neville_chamberlain:0.00745597801423, attila:0.00685578133673, darius_i:0.00660773104173",0,"marco_polo:8.07499830227, christopher_columbus:3.39595100624, kublai_khan:2.12455431599, akbar:2.1000480253, genghis_khan:2.0789079459, cyrus_the_great:1.97894134654, attila:1.92180117202, ulysses_s._grant:1.90837693267, john_wilkes_booth:1.79593853987, william_tecumseh_sherman:1.79324216446, adlai_stevenson_ii:1.77971714502, harry_s._truman:1.71319761077, harry_s._truman:1.71319761077, napoleon_iii:1.70943074519, adolf_eichmann:1.65184848236, amerigo_vespucci:1.6481646587, eugene_v._debs:1.62242267935, frederick_douglass:1.53285357164",history
156252,2,marco_polo,"['him', 'his', 'he', 'his']",him,0,"marco_polo:0.188551787014, harry_s._truman:0.015765359672, harry_s._truman:0.015765359672, henry_hudson:0.015028212738, john_cabot:0.0117202111227, girolamo_savonarola:0.0102776569823, attila:0.00882348391341, genghis_khan:0.00801347369924, arthur_wellesley,_1st_duke_of_wellington:0.00740976625687, tokugawa_ieyasu:0.00735754934604, hideki_tojo:0.00714907767106, ethan_allen:0.0062587632776",0,"marco_polo:8.7002352245, christopher_columbus:4.00284610837, attila:2.16541083703, akbar:2.15829843714, amerigo_vespucci:1.96166893536, kublai_khan:1.95182421522, genghis_khan:1.90882261667, ferdinand_magellan:1.86745930001, john_cabot:1.83793468652, cyrus_the_great:1.81452351715, henry_morton_stanley:1.77899252829, ulysses_s._grant:1.74721537609, john_wilkes_booth:1.63999662436, william_tecumseh_sherman:1.63875893917, adlai_stevenson_ii:1.625996199, harry_s._truman:1.564059897, harry_s._truman:1.564059897, napoleon_iii:1.55971073617",history
166330,0,brook_farm,,,,,,,history
166330,1,brook_farm,,,,,,,history
166330,2,brook_farm,['its'],its,0,"brook_farm:0.497720581216, peterloo_massacre:0.012651291947, molly_maguires:0.0108527499248, battle_of_chancellorsville:0.0101625578521, kulturkampf:0.00983718724881, civilian_conservation_corps:0.00895175192347, homestead_strike:0.008423694877, tammany_hall:0.0075836632147, second_bank_of_the_united_states:0.0069956683589, hull_house:0.00634342782555, boxer_rebellion:0.00592126810933",1,"brook_farm:6.31473443345, oregon_trail:2.35092148575, salvador_allende:2.11914328109, black_panther_party:1.81711351508, ming_dynasty:1.81026047758, finland:1.68485027762, paris_commune:1.62139323455",history
166330,3,brook_farm,['its'],its,0,"brook_farm:0.840779259165, hull_house:0.00512184199505, peterloo_massacre:0.00473858147524, kulturkampf:0.00465317989874, civilian_conservation_corps:0.00447403239141, molly_maguires:0.00341834227525, second_bank_of_the_united_states:0.00257755905341, black_panther_party:0.00230861680885, boxer_rebellion:0.00184895514063, battle_of_chancellorsville:0.00168090475295, battle_of_trenton:0.00166826495502",1,"brook_farm:7.84912380669, seneca_falls_convention:2.23420415196, oregon_trail:1.9994965869, ethan_allen:1.97643757653, black_panther_party:1.72187409681, salvador_allende:1.62841871492, civilian_conservation_corps:1.5281520352, ming_dynasty:1.51615839403, maine:1.49418965981",history
146014,0,herbert_hoover,['his'],his,0,"john_foster_dulles:0.108733772761, henry_l._stimson:0.0931613337771, douglas_macarthur:0.0549312902022, john_quincy_adams:0.0361300480289, julius_nyerere:0.0357183704145, pierre_trudeau:0.0274123494098, john_tyler:0.0236350883096, earl_warren:0.0226239599235, john_marshall:0.02043672024, maximilien_de_robespierre:0.0193382573007, alexander_hamilton:0.0171240450681, john_adams:0.0154947752257, emilio_aguinaldo:0.0143044166317, john_c._calhoun:0.0108946096861, george_armstrong_custer:0.0102750470903, francisco_franco:0.00826100074805, cardinal_mazarin:0.00823438102197",0,"adlai_stevenson_ii:4.29994801636, herbert_hoover:4.21835419193, joseph_mccarthy:3.9475848671, earl_warren:3.71228936383, harry_s._truman:3.61201530863, harry_s._truman:3.61201530863, douglas_macarthur:3.10057506991, charles_de_gaulle:3.0016797811, eleanor_roosevelt:2.96611869817, william_howard_taft:2.74305485406, john_foster_dulles:2.71948963167, winston_churchill:2.65617432305, woodrow_wilson:2.45389244958, ronald_reagan:2.29374198144, gamal_abdel_nasser:2.08976160883, james_a._garfield:1.91108306392, john_adams:1.88360749877, chester_a._arthur:1.81806741559",history
146014,1,herbert_hoover,"['his', 'he']",his,1,"herbert_hoover:0.0564654240561, nikita_khrushchev:0.0491950891379, douglas_macarthur:0.0239802865446, jimmy_carter:0.0237639557923, henry_l._stimson:0.019897431224, pierre_trudeau:0.0188692839857, earl_warren:0.015765980365, julius_nyerere:0.014320381398, winston_churchill:0.0124284522867, benjamin_disraeli:0.00993596353503, vyacheslav_molotov:0.00974905921787, jawaharlal_nehru:0.00908660236118, john_foster_dulles:0.00753862184853, william_howard_taft:0.00720062652597, brian_mulroney:0.00692997824581",0,"herbert_hoover:4.92332906737, harry_s._truman:3.18147466947, harry_s._truman:3.18147466947, winston_churchill:2.89946693027, joseph_mccarthy:2.8080394861, charles_de_gaulle:2.70840032474, adlai_stevenson_ii:2.69981761084, douglas_macarthur:2.57498474565, woodrow_wilson:2.32225344038, nikita_khrushchev:2.29522088801, kublai_khan:2.25543143342, earl_warren:2.22186534655, mao_zedong:2.1102596876, mikhail_gorbachev:2.0411746082",history
146014,2,herbert_hoover,"['his', 'he', 'who', 'his']",his,0,"herbert_hoover:0.185254088612, nikita_khrushchev:0.0235588255811, jimmy_carter:0.0185036575356, henry_l._stimson:0.0146780971839, charles_evans_hughes:0.0145459592009, julius_nyerere:0.0128367474739, pierre_trudeau:0.0125281777991, william_howard_taft:0.0122529821846, douglas_macarthur:0.0121827060461, jawaharlal_nehru:0.00983213359087, vyacheslav_molotov:0.0090209669036, gamal_abdel_nasser:0.00890162625936, muhammad:0.00825321988692, samuel_gompers:0.00815902030097, john_tyler:0.00798611713662, warren_g._harding:0.00779185740414",0,"herbert_hoover:5.81456112746, harry_s._truman:3.40956046792, harry_s._truman:3.40956046792, warren_g._harding:2.86985574511, winston_churchill:2.84422963383, woodrow_wilson:2.83690572308, william_howard_taft:2.76350348255, joseph_mccarthy:2.72027037051, charles_evans_hughes:2.57003866595, charles_de_gaulle:2.43152709816, adlai_stevenson_ii:2.23386852979, douglas_macarthur:2.1956098802, eleanor_roosevelt:2.0807367293, earl_warren:2.00305383326, nikita_khrushchev:2.00180525825, mao_zedong:1.99881782877, william_mckinley:1.91793641833",history
146021,0,john_marshall,"['he', 'him', 'his']",he,0,"john_marshall:0.406929153226, thomas_jefferson:0.321901275912, william_howard_taft:0.0633442326385, james_monroe:0.0397836232963, john_tyler:0.0279357153938, earl_warren:0.0091694944303, john_quincy_adams:0.00852534591711, john_adams:0.00842848033574, aaron_burr:0.00723452775059, daniel_webster:0.00679620548258, james_k._polk:0.00635191676884, andrew_jackson:0.00511069434458, walter_mondale:0.00409635790979, lewis_cass:0.00323980784998, alexander_hamilton:0.00296712553986, warren_g._harding:0.00278895533581, franklin_pierce:0.0027353410765, george_wallace:0.00252043599957",0,"james_monroe:2.97365599672, john_adams:2.92967783201, aaron_burr:2.86816335731, william_henry_harrison:2.83577078893, john_tyler:2.81141850643, franklin_pierce:2.80414157766, john_marshall:2.72493203378, alexander_hamilton:2.68781913477, thomas_jefferson:2.63837747379, william_howard_taft:2.41459953414, chester_a._arthur:2.37793803291, john_quincy_adams:2.31069832612, martin_van_buren:2.26794039496, warren_g._harding:2.26486126898, james_a._garfield:2.17271086167, george_washington:2.17160431038, harry_s._truman:2.1604399623, harry_s._truman:2.1604399623, rutherford_b._hayes:2.15375320672, ulysses_s._grant:2.15373005907, millard_fillmore:2.14820455726",history
146021,1,john_marshall,"['he', 'him', 'his', 'him', 'he']",he,0,"john_marshall:0.709363141926, thomas_jefferson:0.0693590068108, james_monroe:0.0265480078414, earl_warren:0.0248014494303, william_howard_taft:0.0232098176211, daniel_webster:0.013209374378, john_quincy_adams:0.0103174933093, john_tyler:0.00585188261151, walter_mondale:0.00549609663279, john_adams:0.00513342427893, andrew_jackson:0.00478000436877, aaron_burr:0.00408373955743, james_k._polk:0.0027209190194, samuel_adams:0.00242059466128, lewis_cass:0.00227296233493",0,"john_marshall:4.49870764184, aaron_burr:3.36967358534, thomas_jefferson:3.32397071483, john_adams:3.20520580592, alexander_hamilton:3.06019773443, james_monroe:2.86220022646, william_henry_harrison:2.80231994056, john_tyler:2.58525518117, franklin_pierce:2.54900107806, john_quincy_adams:2.4757297643, louis_brandeis:2.45213769356, william_howard_taft:2.24846094923, daniel_webster:2.1977410194, ulysses_s._grant:2.17861710859, chester_a._arthur:2.15164851662, adlai_stevenson_ii:2.09000392893, andrew_jackson:2.06261443344, martin_van_buren:1.99154171605, earl_warren:1.99114947483",history
