Question ID,Sentence Position,Male Pronoun,Female Pronoun,Neuter Pronoun,Plural Pronoun
172992,0,0,0,0,0
172992,1,1,0,0,0
172992,2,2,0,1,1
172992,3,3,1,1,1
109506,0,0,0,4,2
109506,1,0,0,5,2
109506,2,0,0,7,2
109506,3,0,0,8,2
109506,4,1,1,9,2
152515,0,0,0,1,1
152515,1,0,0,2,1
152515,2,1,1,2,1
173004,0,0,0,0,0
173004,1,1,0,0,0
173004,2,2,0,0,0
173004,3,3,0,0,0
173004,4,4,1,0,0
109517,0,1,1,2,0
109517,1,1,1,4,0
109517,2,1,1,7,0
109517,3,1,1,8,0
109517,4,1,1,9,1
3022,0,0,0,0,0
3022,1,3,0,0,0
3022,2,5,0,1,1
3022,3,5,0,1,1
173010,0,0,0,0,0
173010,1,2,0,0,0
173010,2,3,1,0,0
173011,0,2,0,0,0
173011,1,5,0,0,0
173011,2,5,0,1,1
173013,0,0,0,1,0
173013,1,0,0,3,1
173013,2,0,0,4,1
173013,3,0,0,4,1
175066,0,1,0,0,0
175066,1,2,0,0,0
175066,2,3,0,0,0
175066,3,3,0,0,0
173020,0,0,0,0,0
173020,1,2,1,0,0
173020,2,5,1,0,0
173020,3,6,2,0,0
3048,0,0,0,4,1
3048,1,0,0,4,1
3048,2,1,0,4,1
3048,3,1,0,4,1
138218,0,1,0,0,0
138218,1,2,0,1,1
138218,2,3,0,1,1
138218,3,3,0,1,1
170386,0,3,0,0,0
170386,1,4,1,2,1
170386,2,4,1,2,1
3061,0,0,0,2,0
3061,1,0,0,5,1
3061,2,0,0,6,2
179204,0,1,0,1,0
179204,1,1,0,1,0
179204,2,1,0,2,1
3103,0,1,1,0,0
3103,1,1,1,0,0
3103,2,1,1,0,0
3103,3,1,1,1,1
107530,0,0,0,1,1
107530,1,0,0,2,2
107530,2,0,0,3,2
107530,3,0,0,3,2
177183,0,2,0,0,0
177183,1,3,0,0,0
177183,2,3,0,0,0
177188,0,0,0,2,1
177188,1,1,0,2,1
177188,2,2,1,2,1
157873,0,0,0,2,0
157873,1,0,0,3,2
157873,2,0,0,4,3
179244,0,1,0,0,0
179244,1,4,0,1,1
179244,2,4,0,1,1
179245,0,2,1,0,0
179245,1,2,3,0,0
179245,2,2,5,0,0
179245,3,2,5,0,0
3118,0,0,0,0,0
3118,1,0,0,1,2
3118,2,0,0,1,3
3118,3,0,0,1,3
188801,0,0,0,0,0
188801,1,2,0,1,1
188801,2,4,0,1,1
188801,3,4,0,1,1
115761,0,0,0,0,0
115761,1,0,0,0,0
115761,2,0,0,0,0
115761,3,0,0,0,0
115761,4,1,1,0,0
115761,5,2,2,1,1
179250,0,0,0,0,0
179250,1,2,0,1,1
179250,2,4,0,1,1
179250,3,4,0,1,1
183482,0,0,0,0,0
183482,1,1,0,0,0
183482,2,3,0,0,0
183482,3,3,0,0,0
111673,0,0,0,0,0
111673,1,1,1,0,0
111673,2,2,2,1,1
111673,3,2,2,4,3
179264,0,2,0,0,0
179264,1,4,0,0,0
179264,2,5,1,1,1
3138,0,0,0,1,0
3138,1,0,0,3,0
3138,2,0,0,4,0
3138,3,0,0,6,0
3138,4,0,0,6,0
111687,0,0,0,0,0
111687,1,0,0,0,0
111687,2,0,0,4,1
111687,3,0,0,4,1
111687,4,0,0,5,2
105545,0,1,0,2,1
105545,1,1,0,4,1
105545,2,1,0,5,1
105545,3,1,0,7,1
105545,4,1,0,9,2
179274,0,0,0,0,0
179274,1,0,0,0,0
179274,2,0,0,0,0
179274,3,0,0,1,1
177227,0,0,0,0,0
177227,1,2,0,0,0
177227,2,4,0,0,0
177227,3,4,0,0,0
177238,0,0,0,0,0
177238,1,0,0,0,0
177238,2,0,0,0,0
104634,0,0,0,0,0
104634,1,0,0,0,0
104634,2,0,0,0,0
104634,3,0,0,2,2
161296,0,3,0,1,1
161296,1,3,0,1,1
161296,2,4,1,1,1
2235,0,0,0,0,0
2235,1,3,0,0,0
2235,2,5,0,0,0
2235,3,6,0,0,0
2235,4,7,0,0,0
2235,5,7,0,0,0
183399,0,1,1,1,1
183399,1,2,1,1,1
183399,2,4,3,1,1
179307,0,2,1,0,0
179307,1,3,1,1,1
179307,2,3,1,1,1
109677,0,1,0,0,0
109677,1,3,0,0,0
109677,2,6,1,1,1
109677,3,6,1,2,2
109677,4,6,1,2,2
121971,0,1,1,1,0
121971,1,1,1,3,1
121971,2,1,1,3,2
121971,3,1,1,4,2
183416,0,1,1,0,0
183416,1,1,1,1,0
183416,2,1,1,2,1
183429,0,0,0,0,0
183429,1,3,0,1,1
183429,2,4,0,1,1
183429,3,5,1,1,1
183432,0,0,0,0,0
183432,1,2,0,1,1
183432,2,3,0,2,2
183432,3,4,1,2,2
145261,0,2,0,0,0
145261,1,4,0,1,1
145261,2,5,1,2,2
183440,0,0,0,0,0
183440,1,0,0,1,0
183440,2,0,0,1,0
183440,3,0,0,1,0
3217,0,0,0,2,1
3217,1,0,0,3,1
3217,2,0,0,4,1
3217,3,0,0,5,2
3217,4,0,0,6,3
183446,0,0,0,1,0
183446,1,0,0,3,0
183446,2,0,0,4,0
183446,3,0,0,5,0
183446,4,0,0,5,0
183452,0,0,0,2,2
183452,1,0,0,2,2
183452,2,0,0,2,2
187930,0,0,0,0,0
187930,1,1,0,0,0
187930,2,4,0,0,0
187930,3,5,0,0,0
187930,4,5,0,0,0
109730,0,1,0,1,1
109730,1,3,0,1,1
109730,2,5,0,2,2
109730,3,5,0,2,2
183468,0,4,1,2,1
183468,1,4,1,2,1
183468,2,4,1,2,1
187933,0,1,0,0,0
187933,1,3,0,0,0
187933,2,4,1,0,0
157896,0,0,0,0,1
157896,1,1,1,1,4
157896,2,2,2,1,4
113849,0,0,0,0,0
113849,1,1,0,1,1
113849,2,3,0,1,1
113849,3,5,0,3,2
113849,4,6,1,3,2
122042,0,0,0,0,0
122042,1,0,0,1,1
122042,2,0,0,2,1
122042,3,0,0,3,2
183485,0,2,0,0,0
183485,1,3,0,0,0
183485,2,4,0,0,0
183485,3,4,0,0,0
183488,0,0,0,0,0
183488,1,2,0,0,0
183488,2,2,0,1,1
183488,3,2,0,1,1
183489,0,0,0,0,0
183489,1,0,0,0,0
183489,2,1,0,0,0
183489,3,2,1,0,0
183500,0,1,0,0,0
183500,1,3,0,0,0
183500,2,4,1,0,0
165068,0,0,1,0,1
165068,1,0,3,1,1
165068,2,1,4,1,1
183504,0,0,0,0,0
183504,1,0,1,0,0
183504,2,0,2,0,0
183504,3,0,2,0,0
110927,0,0,0,2,1
110927,1,0,0,2,1
110927,2,0,0,2,1
110927,3,0,0,3,2
165076,0,0,0,0,0
165076,1,0,0,1,0
165076,2,0,0,2,0
165076,3,0,0,3,1
3287,0,2,0,0,0
3287,1,4,0,0,0
3287,2,7,0,2,1
3287,3,8,0,3,2
3287,4,11,0,3,2
3287,5,14,2,3,2
109785,0,0,0,0,0
109785,1,0,0,0,0
109785,2,0,0,2,3
109785,3,0,0,2,3
183514,0,1,0,0,0
183514,1,2,1,0,0
183514,2,3,1,0,0
183514,3,3,1,0,0
165083,0,0,0,0,0
165083,1,1,1,1,0
165083,2,1,1,1,1
165083,3,1,1,2,2
109789,0,1,0,0,0
109789,1,2,0,0,0
109789,2,3,0,0,0
109789,3,3,0,0,0
109789,4,4,0,0,0
109789,5,5,0,0,0
109789,6,5,0,0,0
109789,7,5,0,0,0
3294,0,0,0,2,0
3294,1,0,0,2,0
3294,2,1,0,3,0
3294,3,1,0,3,0
153277,0,2,0,1,1
153277,1,5,1,1,1
153277,2,6,2,1,1
3298,0,2,0,0,0
3298,1,3,0,1,0
3298,2,4,0,1,0
3298,3,5,0,1,0
3298,4,8,0,1,0
3298,5,8,0,1,0
183523,0,0,0,0,0
183523,1,0,0,0,0
183523,2,0,0,0,0
183523,3,0,0,0,0
109796,0,2,0,1,1
109796,1,4,0,1,1
109796,2,7,1,1,1
109796,3,10,1,1,1
109796,4,11,1,1,1
165096,0,2,0,1,0
165096,1,5,0,1,0
165096,2,6,0,1,0
165096,3,6,0,1,0
145276,0,2,0,0,0
145276,1,7,1,0,0
145276,2,9,1,0,0
145276,3,9,1,0,0
165099,0,1,0,0,0
165099,1,2,0,0,0
165099,2,3,0,0,0
165099,3,4,1,1,0
107760,0,0,0,0,0
107760,1,0,0,0,0
107760,2,0,0,1,1
107760,3,1,1,1,1
109811,0,2,0,0,0
109811,1,4,0,1,0
109811,2,8,1,1,0
109811,3,9,1,1,0
109811,4,10,2,1,0
165108,0,1,0,0,0
165108,1,3,0,0,0
165108,2,5,1,0,0
183542,0,0,0,0,0
183542,1,0,0,0,0
183542,2,0,0,1,1
103672,0,0,0,1,1
103672,1,2,0,4,1
103672,2,3,1,5,2
103672,3,3,1,6,2
103672,4,3,1,7,3
165114,0,3,0,0,0
165114,1,5,0,1,1
165114,2,5,0,1,1
165119,0,0,0,0,0
165119,1,1,0,0,0
165119,2,2,1,0,0
154157,0,1,0,0,0
154157,1,2,0,2,1
154157,2,2,0,3,2
146705,0,0,0,0,2
146705,1,1,1,0,2
165138,0,0,0,0,0
165138,1,2,0,0,0
165138,2,3,0,0,0
165138,3,3,0,0,0
165140,0,2,1,0,0
165140,1,4,1,1,1
165140,2,5,1,2,2
3349,0,0,0,2,0
3349,1,0,0,3,0
3349,2,0,0,6,1
3349,3,0,0,7,1
3349,4,0,0,7,1
3351,0,0,0,1,1
3351,1,0,0,2,2
3351,2,0,0,2,2
3351,3,0,0,2,2
3351,4,0,0,2,2
181807,0,0,0,1,0
181807,1,1,0,2,0
181807,2,1,0,3,1
183581,0,0,0,0,0
183581,1,0,0,1,1
183581,2,2,1,1,1
183581,3,2,1,1,1
183583,0,0,0,0,0
183583,1,0,2,0,0
183583,2,0,2,0,0
173347,0,1,0,1,1
173347,1,3,0,1,1
173347,2,4,0,1,1
173347,3,6,1,1,1
183591,0,0,0,1,1
183591,1,0,0,2,2
183591,2,1,0,2,2
183593,0,1,0,0,0
183593,1,2,0,0,0
183593,2,3,0,0,0
183593,3,3,0,0,0
109867,0,0,0,1,1
109867,1,2,0,1,1
109867,2,4,0,1,1
109867,3,7,1,1,1
3372,0,0,0,1,0
3372,1,2,0,2,0
3372,2,2,0,3,0
3372,3,2,0,5,1
3372,4,2,0,6,2
3372,5,2,0,7,2
3372,6,2,0,8,3
159021,0,0,0,1,0
159021,1,0,0,2,1
165168,0,0,0,0,0
165168,1,1,0,0,0
165168,2,4,1,0,0
165168,3,4,1,0,0
185566,0,0,0,2,1
185566,1,0,0,3,1
185566,2,0,0,4,1
185566,3,0,0,5,2
107832,0,1,0,2,1
107832,1,1,0,3,1
107832,2,3,0,3,1
107832,3,3,0,4,2
146751,0,0,0,2,0
146751,1,0,0,4,1
146751,2,0,0,6,2
146751,3,0,0,6,2
156994,0,0,0,0,0
156994,1,4,0,0,0
156994,2,5,1,0,0
144709,0,0,0,0,0
144709,1,0,0,1,1
144709,2,0,0,1,1
3399,0,3,1,0,0
3399,1,6,1,2,2
3399,2,9,1,2,2
3399,3,10,1,3,2
3399,4,12,1,3,2
3399,5,13,2,3,2
159049,0,0,0,0,0
159049,1,1,0,0,0
159049,2,2,1,0,0
159052,0,2,0,0,0
159052,1,3,0,1,1
159052,2,4,1,1,1
165204,0,0,0,1,0
165204,1,0,0,2,0
165204,2,0,0,4,0
165204,3,0,0,4,0
107861,0,0,0,1,0
107861,1,0,0,1,0
107861,2,0,0,4,0
107861,3,0,0,7,0
107861,4,0,0,8,0
107861,5,0,0,8,0
181817,0,1,0,0,0
181817,1,1,0,0,0
181817,2,2,1,0,0
165092,0,0,0,2,1
165092,1,1,0,3,2
165092,2,1,0,3,2
144731,0,1,0,0,0
144731,1,2,0,3,2
144731,2,3,0,3,2
107868,0,0,0,1,1
107868,1,0,0,1,1
107868,2,0,0,2,1
107868,3,0,0,4,2
107868,4,0,0,4,2
114027,0,1,0,0,0
114027,1,4,0,0,0
114027,2,7,0,0,0
114027,3,8,0,0,0
184788,0,0,0,0,0
184788,1,1,0,0,0
184788,2,1,0,0,0
184788,3,3,0,0,0
184788,4,3,0,0,0
183528,0,0,0,0,0
183528,1,0,0,0,0
183528,2,1,0,0,0
183528,3,1,0,0,0
3446,0,4,0,0,0
3446,1,7,1,0,0
3446,2,8,2,0,0
3446,3,13,2,0,0
3446,4,13,2,0,0
163193,0,1,0,0,0
163193,1,2,0,1,1
163193,2,3,1,1,1
169535,0,0,0,2,2
169535,1,0,0,3,2
169535,2,0,0,3,2
169535,3,0,0,3,2
111998,0,0,0,1,1
111998,1,0,0,2,2
111998,2,0,0,3,3
111998,3,0,0,3,3
111998,4,0,0,5,5
122250,0,2,0,2,2
122250,1,2,0,2,2
122250,2,2,0,2,2
122250,3,3,0,2,2
122250,4,3,0,2,2
122250,5,3,0,2,2
122250,6,3,0,2,2
102750,0,0,0,2,1
102750,1,0,0,2,1
102750,2,0,0,3,2
102750,3,0,0,4,2
102750,4,0,0,5,3
107929,0,0,0,3,1
107929,1,0,0,4,1
107929,2,0,0,6,1
107929,3,2,1,7,2
107934,0,2,0,0,0
107934,1,4,0,1,0
107934,2,8,1,1,0
107934,3,9,2,1,0
157088,0,0,0,0,2
157088,1,1,1,0,3
157088,2,1,1,0,3
165104,0,0,0,2,1
165104,1,0,0,4,1
165104,2,0,0,4,1
177573,0,1,0,0,0
177573,1,1,0,0,0
177573,2,2,1,0,0
157099,0,0,0,1,1
157099,1,0,0,1,1
157099,2,0,0,1,1
183538,0,0,0,0,0
183538,1,0,0,1,0
183538,2,1,0,2,1
183538,3,1,0,2,1
187822,0,0,0,0,0
187822,1,0,0,0,0
187822,2,0,0,0,1
187822,3,0,0,0,1
187822,4,0,0,1,2
3503,0,0,0,0,0
3503,1,0,0,0,0
3503,2,0,0,1,1
3503,3,0,0,1,1
3503,4,0,0,2,2
187828,0,1,0,0,0
187828,1,5,0,3,2
187828,2,6,1,3,2
120245,0,2,0,1,1
120245,1,7,1,1,1
120245,2,7,1,2,2
120245,3,7,1,3,3
177591,0,0,0,1,1
177591,1,0,0,1,1
177591,2,0,0,2,2
105912,0,1,0,1,1
105912,1,3,0,1,1
105912,2,4,0,1,1
105912,3,8,1,1,1
105912,4,9,1,1,1
152479,0,1,0,0,0
152479,1,2,0,0,0
152479,2,2,0,0,0
3516,0,0,0,1,1
3516,1,2,1,3,2
3516,2,3,2,3,2
3516,3,3,2,4,3
187843,0,1,0,0,0
187843,1,1,0,0,0
187843,2,1,0,1,0
187843,3,2,1,1,0
124358,0,0,0,0,0
124358,1,1,0,0,0
124358,2,2,1,0,0
1481,0,2,0,0,0
1481,1,3,0,1,1
1481,2,3,0,1,1
187853,0,2,1,1,1
187853,1,3,2,2,2
187853,2,4,3,2,2
1486,0,0,0,0,0
1486,1,2,1,0,0
1486,2,2,1,1,2
1486,3,2,1,3,3
187855,0,1,0,0,0
187855,1,3,0,0,0
187855,2,4,0,0,0
187855,3,4,0,0,0
187857,0,0,0,0,1
187857,1,1,0,0,1
187857,2,2,0,0,1
187857,3,3,1,1,1
187860,0,1,1,0,0
187860,1,4,1,1,1
187860,2,6,2,2,2
187861,0,0,0,0,0
187861,1,1,0,0,0
187861,2,2,0,0,0
187861,3,3,1,0,0
146682,0,2,0,0,0
146682,1,5,0,0,0
146682,2,5,0,0,0
187871,0,0,0,1,1
187871,1,0,0,2,1
187871,2,0,0,2,1
187872,0,1,0,0,0
187872,1,4,0,1,1
187872,2,4,0,1,1
108002,0,0,0,0,0
108002,1,0,0,0,0
108002,2,0,0,1,1
108002,3,0,0,1,1
108002,4,0,0,2,1
108002,5,0,0,3,2
187875,0,1,0,1,1
187875,1,2,0,2,2
187875,2,3,1,2,2
187876,0,0,0,0,0
187876,1,0,0,2,0
187876,2,0,0,4,1
187876,3,1,1,4,1
169553,0,2,0,0,0
169553,1,5,0,0,0
169553,2,6,1,1,1
187882,0,1,0,1,1
187882,1,2,0,2,2
187882,2,2,0,2,2
1516,0,4,0,1,1
1516,1,5,0,1,1
1516,2,6,0,1,1
1516,3,8,0,2,2
1516,4,8,0,2,2
1516,5,9,1,2,2
187890,0,0,0,0,0
187890,1,0,0,0,0
187890,2,0,0,1,0
187890,3,0,0,1,0
187890,4,0,0,1,0
187892,0,0,0,1,1
187892,1,0,0,1,1
187892,2,0,0,2,2
187893,0,0,0,0,0
187893,1,0,0,1,1
187893,2,1,0,1,1
187893,3,1,0,1,1
105044,0,1,1,0,0
105044,1,3,1,0,0
105044,2,7,1,0,0
105044,3,7,1,0,0
122362,0,1,0,1,0
122362,1,1,0,1,0
122362,2,2,1,1,0
122362,3,2,1,1,0
122362,4,3,1,1,0
122362,5,5,1,1,0
122362,6,5,1,1,0
122362,7,6,2,1,0
187989,0,0,0,1,1
187989,1,0,0,2,1
187989,2,0,0,3,1
187989,3,1,1,4,1
187989,4,1,1,5,2
165630,0,1,0,0,0
165630,1,2,0,0,0
165630,2,3,0,1,1
165630,3,4,1,1,1
187907,0,2,0,0,0
187907,1,3,0,0,0
187907,2,4,0,1,1
187907,3,4,0,1,1
187916,0,0,0,0,0
187916,1,1,0,0,0
187916,2,2,0,0,0
187916,3,2,0,0,0
187919,0,3,1,0,0
187919,1,4,1,0,0
187919,2,4,1,0,0
187920,0,0,0,0,0
187920,1,1,0,0,0
187920,2,3,0,0,0
187920,3,4,1,0,0
3603,0,0,0,0,0
3603,1,0,0,1,1
3603,2,1,0,1,1
3603,3,1,0,1,1
3603,4,2,1,1,1
187924,0,0,0,0,0
187924,1,1,0,0,0
187924,2,1,0,0,0
187924,3,2,0,0,0
187924,4,2,0,0,0
187926,0,0,0,0,0
187926,1,1,0,0,0
187926,2,2,0,0,0
187926,3,3,1,0,0
1562,0,0,0,1,0
1562,1,0,0,2,0
1562,2,0,0,2,0
3613,0,0,0,0,0
3613,1,0,0,0,2
3613,2,0,0,0,3
3613,3,0,0,0,4
3613,4,1,1,0,4
187935,0,0,0,0,0
187935,1,0,2,0,0
187935,2,0,3,0,0
187935,3,0,4,0,0
187935,4,1,6,0,0
181795,0,1,0,2,1
181795,1,1,0,3,1
181795,2,1,0,4,1
181795,3,1,0,5,2
181796,0,0,0,0,0
181796,1,1,0,0,0
181796,2,2,1,0,0
3622,0,1,0,0,0
3622,1,2,0,0,0
3622,2,3,0,0,0
3622,3,3,0,0,0
3622,4,4,1,0,0
187944,0,0,0,0,0
187944,1,1,0,0,0
187944,2,4,1,0,0
187944,3,5,2,0,0
187945,0,1,0,0,0
187945,1,2,0,0,0
187945,2,3,1,0,0
167466,0,0,0,1,0
167466,1,0,0,3,2
167466,2,1,1,4,3
101931,0,0,0,1,0
101931,1,0,0,1,0
101931,2,0,0,2,1
101931,3,0,0,2,1
2644,0,1,0,0,0
2644,1,3,0,0,0
2644,2,5,0,1,1
2644,3,7,0,1,2
2644,4,12,0,1,2
2644,5,13,1,1,2
187953,0,0,0,0,0
187953,1,0,0,1,0
187953,2,0,0,1,0
187953,3,0,0,3,1
1586,0,0,0,0,0
1586,1,1,0,0,1
1586,2,2,0,0,1
182537,0,0,0,0,0
182537,1,3,0,0,0
182537,2,5,0,0,0
182537,3,5,0,0,0
169529,0,0,0,0,1
169529,1,0,0,0,2
169529,2,0,0,1,3
169531,0,2,1,0,0
169531,1,2,1,1,1
169531,2,3,2,1,1
187965,0,0,0,1,1
187965,1,0,0,1,1
187965,2,0,0,2,2
187965,3,0,0,2,2
187967,0,0,0,0,0
187967,1,0,0,0,0
187967,2,2,1,1,1
187967,3,2,1,1,1
187974,0,2,0,0,0
187974,1,4,0,0,0
187974,2,5,0,0,0
187974,3,5,0,0,0
187976,0,3,2,0,0
187976,1,4,3,0,0
187976,2,4,3,0,0
187979,0,0,0,0,0
187979,1,1,0,0,0
187979,2,2,0,0,0
187979,3,4,1,0,0
169551,0,1,0,0,0
169551,1,1,0,1,0
169551,2,2,1,1,0
187986,0,0,0,1,1
187986,1,1,1,1,2
187986,2,1,1,2,3
187986,3,1,1,2,3
187987,0,0,0,0,0
187987,1,0,0,1,1
187987,2,0,0,2,2
1621,0,0,0,0,0
1621,1,0,0,0,0
1621,2,1,1,0,0
173654,0,2,0,0,0
173654,1,7,2,0,0
173654,2,8,2,0,0
173654,3,8,2,0,0
106073,0,1,1,0,0
106073,1,2,2,2,0
106073,2,2,2,3,0
106073,3,2,2,4,1
3677,0,0,0,0,0
3677,1,2,0,0,0
3677,2,2,0,0,0
3677,3,3,0,0,0
3677,4,3,0,0,0
161374,0,0,0,0,0
161374,1,0,0,1,1
161374,2,0,0,1,1
180496,0,0,0,0,0
180496,1,0,0,1,1
180496,2,0,0,2,2
188004,0,0,0,0,0
188004,1,0,0,1,0
188004,2,0,0,2,1
173669,0,0,0,0,0
173669,1,2,0,0,0
173669,2,5,0,0,0
173669,3,5,0,0,0
122475,0,1,1,0,0
122475,1,2,1,0,0
122475,2,2,1,0,0
122475,3,3,1,0,0
122475,4,3,1,0,0
188012,0,0,0,0,0
188012,1,1,1,3,0
188012,2,1,1,4,1
109842,0,0,0,0,0
109842,1,0,0,0,0
109842,2,0,0,0,0
109842,3,0,0,0,0
109842,4,0,0,1,0
109842,5,0,0,1,0
188017,0,0,0,0,0
188017,1,0,0,1,1
188017,2,0,0,2,2
188017,3,0,0,3,2
108146,0,0,0,0,0
108146,1,1,0,0,0
108146,2,1,0,0,0
108146,3,1,0,1,1
188019,0,0,0,1,0
188019,1,0,0,3,0
188019,2,0,0,3,0
188021,0,0,0,0,0
188021,1,0,0,1,0
188021,2,1,1,2,1
188021,3,1,1,3,2
161398,0,4,0,0,0
161398,1,5,0,0,0
161398,2,6,1,0,0
188023,0,0,0,0,0
188023,1,0,0,1,1
188023,2,0,0,2,1
188023,3,0,0,3,2
161400,0,1,0,1,0
161400,1,2,0,1,0
161400,2,4,1,1,0
3705,0,2,0,0,0
3705,1,3,0,0,0
173690,0,0,0,0,0
173690,1,0,1,0,0
173690,2,0,2,0,0
173690,3,0,2,1,1
102014,0,1,1,0,0
102014,1,1,1,0,0
102014,2,1,1,2,1
173696,0,0,0,0,0
173696,1,1,0,0,0
173696,2,3,0,0,0
173696,3,3,0,0,0
188033,0,0,0,0,0
188033,1,0,0,1,0
188033,2,0,0,2,0
188033,3,0,0,3,0
188033,4,0,0,3,0
161411,0,0,0,0,0
161411,1,0,0,0,0
161411,2,1,0,0,0
110214,0,0,0,0,0
110214,1,1,0,0,0
110214,2,1,0,1,1
110214,3,1,0,1,1
173704,0,0,0,0,0
173704,1,0,0,1,1
173704,2,0,0,1,1
1674,0,2,0,0,0
1674,1,4,0,0,0
1674,2,7,0,0,0
1674,3,7,0,0,0
122512,0,0,0,0,0
122512,1,0,0,1,1
122512,2,0,0,1,1
122512,3,0,0,1,1
122512,4,0,0,1,1
122512,5,1,1,1,1
106129,0,0,0,0,0
106129,1,0,0,0,0
106129,2,0,0,1,0
106129,3,0,0,1,0
179864,0,1,1,0,0
179864,1,2,1,0,0
179864,2,3,1,0,0
179864,3,5,1,0,0
179864,4,6,2,0,0
175773,0,0,0,0,0
175773,1,1,0,0,0
175773,2,2,0,1,0
175773,3,3,0,1,0
175775,0,0,0,0,0
175775,1,2,0,0,0
175775,2,3,0,1,1
175775,3,3,0,1,1
179873,0,0,0,0,0
179873,1,0,0,1,1
179873,2,0,0,1,1
179874,0,0,0,2,1
179874,1,2,1,4,1
179874,2,2,1,4,1
3750,0,1,0,0,0
3750,1,2,0,0,0
3750,2,4,0,0,0
3750,3,5,1,0,0
153256,0,1,1,0,0
153256,1,2,2,1,0
153256,2,3,3,1,0
179888,0,1,0,0,0
179888,1,2,0,0,0
179888,2,3,1,0,0
161459,0,0,0,2,2
161459,1,3,0,2,2
161459,2,6,0,2,2
161459,3,6,0,2,2
1720,0,0,0,0,1
1720,1,1,1,0,3
1720,2,1,1,1,4
1720,3,1,1,1,6
1720,4,1,1,1,8
1720,5,1,1,1,8
3769,0,1,1,1,0
3769,1,1,1,4,0
3769,2,3,2,7,0
3769,3,5,4,8,1
179899,0,0,0,0,0
179899,1,1,1,3,1
179899,2,1,1,4,2
102077,0,0,0,0,0
102077,1,1,0,0,0
102077,2,2,0,1,0
102077,3,3,1,1,0
179902,0,0,0,0,0
179902,1,1,0,1,1
179902,2,3,0,1,1
179902,3,3,0,1,1
153280,0,2,0,0,0
153280,1,3,0,1,1
153280,2,3,0,1,1
179905,0,1,0,0,0
179905,1,3,0,0,0
179905,2,3,0,0,0
106178,0,6,0,0,0
106178,1,8,0,0,0
106178,2,10,0,0,0
106178,3,10,0,0,0
3781,0,1,0,0,0
3781,1,3,0,0,0
3781,2,5,0,0,0
3781,3,5,0,0,0
1735,0,2,0,0,0
1735,1,2,0,1,1
1735,2,3,1,3,1
1735,3,3,1,3,1
1735,4,3,1,3,1
1739,0,2,0,0,0
1739,1,5,0,0,0
1739,2,5,0,0,0
1746,0,3,0,1,1
1746,1,4,0,1,1
1746,2,5,0,1,1
1746,3,5,0,1,1
175827,0,0,0,0,0
175827,1,3,0,0,0
175827,2,4,1,1,1
1748,0,0,0,0,0
1748,1,0,0,0,0
1748,2,0,0,1,1
1748,3,0,0,1,1
1748,4,0,0,2,2
3798,0,0,0,0,0
3798,1,0,0,0,0
3798,2,0,0,1,1
188025,0,0,0,1,1
188025,1,2,0,1,1
188025,2,2,0,1,1
179931,0,0,0,0,0
179931,1,2,0,1,1
179931,2,3,1,1,1
165597,0,0,0,0,0
165597,1,1,0,0,0
165597,2,2,0,0,0
165597,3,4,1,0,0
1762,0,3,0,1,1
1762,1,7,0,1,1
1762,2,12,0,1,1
1762,3,14,2,1,1
179944,0,0,0,1,0
179944,1,0,0,3,1
179944,2,0,0,4,2
179945,0,0,0,2,1
179945,1,0,0,2,3
179945,2,0,0,2,3
179946,0,0,0,0,0
179946,1,2,0,1,1
179946,2,5,0,1,1
179946,3,5,0,1,1
175857,0,0,0,1,0
175857,1,0,0,1,0
175857,2,0,0,2,1
153332,0,3,0,0,0
153332,1,5,0,0,0
153332,2,6,0,0,0
188030,0,0,0,0,0
188030,1,0,0,0,0
188030,2,0,0,1,1
188030,3,0,0,1,1
110326,0,0,0,0,0
110326,1,0,0,2,1
110326,2,0,0,2,1
110326,3,0,0,3,2
175863,0,0,0,0,0
175863,1,0,0,1,0
175863,2,0,0,1,0
165626,0,1,0,0,0
165626,1,4,0,1,1
165626,2,4,0,1,1
1788,0,0,0,3,1
1788,1,0,0,6,1
1788,2,0,0,7,1
1788,3,0,0,7,1
179965,0,0,0,0,0
179965,1,0,0,0,0
179965,2,0,0,0,0
122622,0,0,0,0,0
122622,1,0,0,0,0
122622,2,0,0,1,0
122622,3,0,0,1,0
3712,0,2,0,0,0
3712,1,3,0,0,0
3712,2,4,0,0,0
3712,3,6,0,0,0
3712,4,6,0,0,0
165639,0,0,0,1,1
165639,1,0,0,2,2
165639,2,0,0,3,3
165650,0,0,0,1,0
165650,1,0,0,1,0
165650,2,0,0,2,1
165650,3,0,0,3,2
180526,0,0,0,0,0
180526,1,0,0,0,0
180526,2,0,0,0,0
180526,3,0,0,1,1
1816,0,5,0,1,0
1816,1,8,0,1,0
1816,2,8,0,1,0
165659,0,0,0,1,1
165659,1,2,0,2,2
165659,2,3,0,2,2
165659,3,4,1,2,2
3868,0,2,1,0,0
3868,1,3,1,0,0
3868,2,4,2,0,0
1823,0,1,0,0,0
1823,1,4,0,0,0
1823,2,5,0,1,1
1823,3,6,1,1,1
175906,0,0,0,2,1
175906,1,0,0,3,1
175906,2,0,0,3,1
1829,0,1,1,1,0
1829,1,1,1,1,0
1829,2,1,1,2,0
1829,3,1,1,2,0
105436,0,0,0,0,1
105436,1,0,0,1,2
105436,2,0,0,1,2
105436,3,0,0,1,2
175915,0,2,0,0,0
175915,1,4,0,0,0
175915,2,4,0,0,0
